Date,Nom de l'entraînement,Durée,Nom de l'exercice,Ordre de la série,Poids,Réps,Distance,Secondes,Notes,Notes d'entraînement,RPE
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Aerobics",1,0,0,0,600,"","",
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Bench Press (Dumbbell)",1,20.0,8,0,0,"",,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Bench Press (Dumbbell)",2,25.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Bench Press (Dumbbell)",3,30.0,5,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Bench Press (Dumbbell)",4,25.0,7,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Incline Bench Press (Barbell)",1,20.0,8,0,0,"",,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Incline Bench Press (Barbell)",2,25.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Incline Bench Press (Barbell)",3,30.0,5,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Incline Bench Press (Barbell)",4,25.0,6,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Seated Row (Machine)",1,27.0,8,0,0,"",,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Seated Row (Machine)",2,32.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Seated Row (Machine)",3,36.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Chest Fly",1,32.0,8,0,0,"",,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Chest Fly",2,39.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Chest Fly",3,32.0,8,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Preacher Curl (Machine)",1,15.0,10,0,0,"",,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Preacher Curl (Machine)",2,20.0,10,0,0,,,
2023-08-16 13:10:30,"Pecs Et Dos",35min,"Preacher Curl (Machine)",3,20.0,10,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Calf Press on Leg Press",1,75.0,8,0,0,"","",
2023-08-18 13:01:21,"Jambes",30min,"Calf Press on Leg Press",2,95.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Calf Press on Leg Press",3,115.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Calf Press on Leg Press",4,135.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Calf Press on Leg Press",5,135.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Bicep Curl (Dumbbell)",1,7.0,8,0,0,"",,
2023-08-18 13:01:21,"Jambes",30min,"Bicep Curl (Dumbbell)",2,8.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Bicep Curl (Dumbbell)",3,8.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Bicep Curl (Dumbbell)",4,7.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Skullcrusher (Barbell)",1,10.0,8,0,0,"",,
2023-08-18 13:01:21,"Jambes",30min,"Skullcrusher (Barbell)",2,15.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Skullcrusher (Barbell)",3,15.0,5,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Skullcrusher (Barbell)",4,10.0,8,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Skullcrusher (Barbell)",5,10.0,9,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Arnold Press (Dumbbell)",1,10.0,8,0,0,"",,
2023-08-18 13:01:21,"Jambes",30min,"Arnold Press (Dumbbell)",2,10.0,7,0,0,,,
2023-08-18 13:01:21,"Jambes",30min,"Lateral Raise (Dumbbell)",1,6.0,10,0,0,"",,
2023-08-18 13:01:21,"Jambes",30min,"Lateral Raise (Dumbbell)",2,6.0,8,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Aerobics",1,0,0,0,600,"","",
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Bench Press (Dumbbell)",1,20.0,8,0,0,"",,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Bench Press (Dumbbell)",2,30.0,8,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Bench Press (Dumbbell)",3,40.0,5,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Bench Press (Dumbbell)",4,35.0,8,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Bench Press (Dumbbell)",5,40.0,4,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Incline Bench Press (Barbell)",1,20.0,8,0,0,"",,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Incline Bench Press (Barbell)",2,25.0,8,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Incline Bench Press (Barbell)",3,25.0,8,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Incline Bench Press (Barbell)",4,25.0,7,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Chest Fly (Dumbbell)",1,32.0,10,0,0,"",,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Chest Fly (Dumbbell)",2,39.0,10,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Chest Fly (Dumbbell)",3,45.0,6,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Lat Pulldown (Cable)",1,39.0,10,0,0,"",,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Lat Pulldown (Cable)",2,45.0,10,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Lat Pulldown (Cable)",3,45.0,10,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Iso-Lateral Row (Machine)",1,32.0,10,0,0,"",,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Iso-Lateral Row (Machine)",2,27.0,10,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Iso-Lateral Row (Machine)",3,32.0,7,0,0,,,
2023-08-22 13:05:24,"Pecs Et Dos",39min,"Iso-Lateral Row (Machine)",4,27.0,9,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Aerobics",1,0,0,0,600,"","",
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Bicep Curl (Dumbbell)",1,9.0,10,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Bicep Curl (Dumbbell)",2,9.0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Bicep Curl (Dumbbell)",3,9.0,8,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Seated Overhead Press (Dumbbell)",1,18.0,10,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Seated Overhead Press (Dumbbell)",2,18.0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Seated Overhead Press (Dumbbell)",3,20.0,8,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Preacher Curl (Dumbbell)",1,15.0,10,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Preacher Curl (Dumbbell)",2,20.0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Preacher Curl (Dumbbell)",3,25.0,6,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Preacher Curl (Dumbbell)",4,20.0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Knee Raise (Captain's Chair)",1,0,12,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Knee Raise (Captain's Chair)",2,0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Knee Raise (Captain's Chair)",3,0,8,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Skullcrusher (Barbell)",1,10.0,10,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Skullcrusher (Barbell)",2,15.0,10,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Skullcrusher (Barbell)",3,15.0,8,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Skullcrusher (Barbell)",4,15.0,6,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Chest Dip (Assisted)",1,14.0,8,0,0,"",,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Chest Dip (Assisted)",2,18.0,8,0,0,,,
2023-08-25 12:37:20,"Bras / Ventre",1h 1min,"Chest Dip (Assisted)",3,18.0,5,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bench Press (Dumbbell)",1,20.0,8,0,0,"","",
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bench Press (Dumbbell)",2,30.0,9,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bench Press (Dumbbell)",3,40.0,7,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bench Press (Dumbbell)",4,40.0,5,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bench Press (Dumbbell)",5,35.0,7,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Incline Bench Press (Barbell)",1,20.0,8,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Incline Bench Press (Barbell)",2,30.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Incline Bench Press (Barbell)",3,30.0,5,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Chest Fly (Dumbbell)",1,32.0,10,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Chest Fly (Dumbbell)",2,39.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Chest Fly (Dumbbell)",3,45.0,9,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Chest Fly (Dumbbell)",4,45.0,7,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Leg Press (Machine)",1,25.0,8,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Leg Press (Machine)",2,32.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Leg Press (Machine)",3,39.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Leg Press (Machine)",4,45.0,7,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Leg Extension (Machine)",1,39.0,10,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Leg Extension (Machine)",2,45.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Leg Extension (Machine)",3,52.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Leg Extension (Machine)",4,52.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Row (Machine)",1,32.0,10,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Row (Machine)",2,39.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Seated Row (Machine)",3,45.0,7,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bicep Curl (Dumbbell)",1,9.0,10,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bicep Curl (Dumbbell)",2,9.0,10,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Bicep Curl (Dumbbell)",3,9.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Arnold Press (Dumbbell)",1,10.0,10,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Arnold Press (Dumbbell)",2,10.0,5,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",1,32.0,8,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",2,39.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",3,32.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",4,32.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",5,32.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Abductor (Machine)",6,32.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Adductor (Machine)",1,39.0,8,0,0,"",,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Adductor (Machine)",2,39.0,8,0,0,,,
2023-08-27 10:32:59,"Pecs Et Dos",1h 38min,"Hip Adductor (Machine)",3,39.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Bench Press (Dumbbell)",1,20.0,9,0,0,"","",
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Bench Press (Dumbbell)",2,30.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Bench Press (Dumbbell)",3,40.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Bench Press (Dumbbell)",4,40.0,5,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Bench Press (Dumbbell)",5,45.0,2,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Fly (Dumbbell)",1,32.0,10,0,0,"",,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Fly (Dumbbell)",2,39.0,10,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Fly (Dumbbell)",3,45.0,7,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Preacher Curl (Machine)",1,15.0,10,0,0,"",,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Preacher Curl (Machine)",2,20.0,10,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Preacher Curl (Machine)",3,20.0,10,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Calf Press on Leg Press",1,115.0,8,0,0,"",,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Calf Press on Leg Press",2,155.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Calf Press on Leg Press",3,155.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Calf Press on Leg Press",4,155.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Calf Press on Leg Press",5,165.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Dip (Assisted)",1,14.0,8,0,0,"",,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Dip (Assisted)",2,14.0,7,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Chest Dip (Assisted)",3,18.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Hip Abductor (Machine)",1,25.0,8,0,0,"",,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Hip Abductor (Machine)",2,32.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Hip Abductor (Machine)",3,32.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Hip Abductor (Machine)",4,39.0,8,0,0,,,
2023-08-31 12:34:36,"Pecs Et Dos",1h 2min,"Hip Adductor (Machine)",1,32.0,8,0,0,"",,
